order_id,date,product_id,quantity,unit_price,customer_id,region,product_name,category,supplier,customer_name,age,gender,city,total_sales,year,month,age_group
O007162,2024-06-20,P00198,5,183.45,C00915,South,Discussion,Books,"White, Hunter and Scott",Dwayne Osborne,53,Male,Maloneshire,917.25,2024,6,56-65
O007163,2024-09-17,P00395,8,27.98,C00428,West,A,Clothing,Morton and Sons,Joseph Schultz,55,Male,Port Daniel,223.84,2024,9,66+
O007164,2025-02-04,P00091,7,154.8,C00995,North,Doctor,Toys,Winters Inc,James Hernandez,25,Male,Carpenterfort,1083.6000000000001,2025,2,36-45
O007165,2025-03-27,P00375,5,356.4,C01874,West,Out,Toys,Navarro Inc,Julie Torres,32,Male,Justinchester,1782.0,2025,3,36-45
O007166,2024-04-26,P00406,9,141.33,C01704,East,Type,Home,Lawson-Hall,Crystal Petersen,64,Female,Port Frank,1271.97,2024,4,66+
O007167,2024-12-27,P00165,7,261.87,C01396,South,Time,Home,Johnson and Sons,Edward Kline,67,Female,Moranfurt,1833.0900000000001,2024,12,
O007168,2025-03-08,P00179,5,387.14,C00818,East,Whom,Toys,Jenkins-Carr,Kelly Perez,29,Male,Patrickton,1935.6999999999998,2025,3,36-45
O007169,2025-03-13,P00240,9,309.81,C00285,East,Serious,Beauty,"Phillips, Sweeney and Mullen",Patricia Smith,47,Female,Rodriguezport,2788.29,2025,3,56-65
O007170,2024-10-31,P00277,3,459.9,C01660,North,Many,Clothing,"Harris, Crawford and Scott",Meredith Wilcox,34,Other,Lake Vernon,1379.6999999999998,2024,10,36-45
O007171,2025-04-06,P00441,4,466.9,C01473,South,Court,Clothing,"Murphy, Watkins and Miller",Jared Jones,44,Other,East Coreyberg,1867.6,2025,4,46-55
O007172,2024-03-23,P00384,4,65.2,C00486,North,Event,Home,Rodriguez-Brown,Craig Brooks,67,Other,Lake Mistyport,260.8,2024,3,
O007173,2023-11-07,P00102,5,73.84,C01445,West,Movie,Home,Wilson-Cross,Jennifer Harper,35,Other,Port Patrick,369.20000000000005,2023,11,46-55
O007174,2024-11-13,P00185,7,479.29,C00612,North,Business,Toys,Watson-Lee,Allison Kelly,32,Male,South Rickychester,3355.03,2024,11,36-45
O007175,2023-07-15,P00442,9,198.13,C01428,East,Black,Books,Atkins-Owen,Dawn Hughes,53,Female,Christophertown,1783.17,2023,7,56-65
O007176,2025-01-16,P00147,9,205.29,C01932,West,Wind,Books,Brown-Johnson,Ryan Hughes,58,Male,West Nicoleton,1847.61,2025,1,66+
O007177,2025-02-17,P00403,5,402.53,C01138,North,Apply,Books,"Henderson, Boyd and Shelton",Amber Bennett,24,Male,Tracyport,2012.6499999999999,2025,2,26-35
O007178,2024-11-26,P00029,9,429.3,C01879,West,Enough,Electronics,"Waters, Reynolds and Howard",Elizabeth Ellis,32,Male,North Donna,3863.7000000000003,2024,11,36-45
O007179,2024-02-01,P00387,2,81.9,C00779,North,Likely,Books,"Walker, Cruz and Garcia",Shannon Jimenez,41,Female,West Lauren,163.8,2024,2,46-55
O007180,2024-08-27,P00050,1,16.76,C01015,East,Four,Electronics,Jenkins-Carr,Matthew Craig,50,Other,Sophiaside,16.76,2024,8,56-65
O007181,2024-01-12,P00304,6,45.46,C00578,West,Responsibility,Toys,Martinez-Wilson,Michelle King,30,Male,Moranfurt,272.76,2024,1,36-45
O007182,2023-11-18,P00180,1,423.83,C00380,East,Student,Books,Rogers-Woodward,Sharon Gonzalez,39,Male,South Joel,423.83,2023,11,46-55
O007183,2024-08-19,P00484,6,328.57,C01120,North,And,Beauty,Sandoval Inc,Randall Salazar,63,Female,New Ericstad,1971.42,2024,8,66+
O007184,2023-10-05,P00247,3,299.73,C01255,West,Write,Clothing,Brown-Davidson,Elizabeth Graham,18,Female,New Kathleen,899.19,2023,10,26-35
O007185,2024-07-09,P00209,6,17.94,C01736,North,Top,Clothing,Calhoun-Rivers,Hannah Elliott,55,Female,New Maryhaven,107.64000000000001,2024,7,66+
O007186,2025-02-14,P00114,5,430.65,C01770,North,Win,Electronics,"Murphy, Watkins and Miller",Melissa Blackburn,40,Male,Wardton,2153.25,2025,2,46-55
O007187,2024-04-29,P00463,3,158.92,C01958,East,Quite,Electronics,Wood-Johnson,Alicia Morrison,63,Female,North Donna,476.76,2024,4,66+
O007188,2023-07-12,P00399,4,301.63,C00616,West,Gas,Books,Rogers-Woodward,Brittany Patton,43,Male,West Allisonburgh,1206.52,2023,7,46-55
O007189,2025-04-28,P00265,9,421.17,C01632,North,Most,Toys,Snyder LLC,Michael White,56,Female,Sarahton,3790.53,2025,4,66+
O007190,2023-07-29,P00447,8,135.2,C01735,West,Product,Clothing,Turner Group,Michael Smith,63,Other,Port Raymond,1081.6,2023,7,66+
O007191,2023-06-20,P00262,3,108.32,C01095,South,Least,Home,Garcia Group,Carlos Lee,28,Female,Brandiberg,324.96,2023,6,36-45
O007192,2023-09-16,P00325,8,125.35,C00427,North,Government,Beauty,Navarro Inc,Cynthia Smith,28,Other,Philipberg,1002.8,2023,9,36-45
O007193,2024-07-14,P00044,8,375.8,C00550,South,Give,Beauty,Brown-Perry,Richard Wilson,51,Other,West Robert,3006.4,2024,7,56-65
O007194,2024-07-09,P00422,7,281.14,C01638,South,Different,Clothing,"Klein, Robinson and Miller",David Thornton,60,Female,Rodriguezport,1967.98,2024,7,66+
O007195,2024-01-12,P00454,9,12.28,C01897,North,Structure,Toys,"Hall, Thomas and Gibson",Ashley May,64,Female,Crystalchester,110.52,2024,1,66+
O007196,2024-06-17,P00303,8,52.89,C00240,East,Market,Beauty,Leach Group,David Walker,41,Other,Crystaltown,423.12,2024,6,46-55
O007197,2024-05-17,P00197,5,496.28,C01638,West,Season,Books,Ellis-Garcia,David Thornton,60,Female,Rodriguezport,2481.3999999999996,2024,5,66+
O007198,2024-04-06,P00042,1,150.57,C01354,North,To,Electronics,"Johnson, Bailey and Smith",Jessica Torres,43,Other,Lake Robert,150.57,2024,4,46-55
O007199,2025-03-03,P00399,6,363.24,C00635,South,Gas,Books,Rogers-Woodward,Robert Cooper,66,Male,East Kathyfort,2179.44,2025,3,
O007200,2024-12-13,P00017,5,128.42,C01554,North,Past,Electronics,"Lucero, Martinez and Dalton",Daniel Graham,26,Female,Josephtown,642.0999999999999,2024,12,36-45
O007201,2024-05-01,P00217,1,462.06,C01060,South,Would,Books,Petersen-Olson,Jeffrey Cole,20,Male,Trevorton,462.06,2024,5,26-35
O007202,2024-11-11,P00182,2,122.78,C01798,West,Beautiful,Electronics,Morgan PLC,Noah Morrow,63,Male,Lake Michellefurt,245.56,2024,11,66+
O007203,2024-10-05,P00283,5,384.0,C00195,East,Save,Beauty,Brown-Johnson,Brandon Moore,31,Male,Jeffreybury,1920.0,2024,10,36-45
O007204,2023-08-27,P00058,6,490.5,C01810,South,Tree,Beauty,Baxter PLC,Teresa Bird,32,Male,Trevorton,2943.0,2023,8,36-45
O007205,2023-07-01,P00266,8,40.9,C00058,West,Manage,Electronics,"Hall, Thomas and Gibson",Jenna Middleton,21,Male,Sarahmouth,327.2,2023,7,26-35
O007206,2023-12-28,P00049,6,147.11,C01553,North,Leader,Home,Smith PLC,Alicia Russell,67,Male,Hernandezberg,882.6600000000001,2023,12,
O007207,2025-02-17,P00085,8,480.28,C01121,North,Score,Beauty,"Anderson, Nguyen and Graves",Corey Burns,65,Female,East Coreyberg,3842.24,2025,2,
O007208,2024-11-21,P00091,6,301.5,C01079,East,Doctor,Toys,Winters Inc,Daniel King,69,Male,Wallaceview,1809.0,2024,11,
O007209,2025-02-11,P00001,5,200.19,C01122,West,Three,Beauty,Johnson Group,Amber Wright,33,Male,Port Frank,1000.95,2025,2,36-45
O007210,2024-09-03,P00206,5,412.66,C00764,North,Blood,Electronics,Allen Ltd,Casey Berry,40,Male,New Daniel,2063.3,2024,9,46-55
O007211,2023-12-10,P00132,7,366.9,C00556,North,Current,Clothing,"Anderson, Nguyen and Graves",Shawn Wright,33,Male,Morganport,2568.2999999999997,2023,12,36-45
O007212,2024-11-16,P00323,2,26.3,C00027,North,Site,Books,"Phillips, Sweeney and Mullen",Shannon Baker,38,Male,Port Davidfurt,52.6,2024,11,46-55
O007213,2024-04-14,P00011,6,264.35,C01346,East,Why,Beauty,Scott-Johnson,Michael Sanchez,47,Male,Lambfort,1586.1000000000001,2024,4,56-65
O007214,2023-09-03,P00494,1,120.81,C00924,West,Low,Books,Holden LLC,Dennis Lopez,48,Female,Jacobborough,120.81,2023,9,56-65
O007215,2024-07-07,P00209,4,432.47,C01628,North,Top,Clothing,Calhoun-Rivers,Annette Parker,23,Female,East Brycechester,1729.88,2024,7,26-35
O007216,2025-02-13,P00188,9,287.8,C00331,South,Professor,Beauty,"Walker, Cruz and Garcia",Benjamin Moore,51,Other,Port Angelafurt,2590.2000000000003,2025,2,56-65
O007217,2023-08-22,P00003,8,27.71,C00332,West,Son,Electronics,"Sanchez, Fischer and Carter",Keith Beck,66,Male,Sarahton,221.68,2023,8,
O007218,2024-08-19,P00455,9,165.02,C00747,North,Business,Electronics,Morton and Sons,Kimberly Robinson,37,Male,Salazarchester,1485.18,2024,8,46-55
O007219,2024-08-15,P00445,6,78.91,C00591,North,Win,Clothing,Calhoun-Rivers,Stephanie Hardy,23,Male,Lake Amberton,473.46,2024,8,26-35
O007220,2025-03-19,P00497,1,81.27,C01960,West,Hotel,Electronics,"Phillips, Sweeney and Mullen",James Alexander,56,Other,Janetland,81.27,2025,3,66+
O007221,2024-01-27,P00317,2,108.46,C00979,East,Enough,Toys,Thomas PLC,Jennifer Williams,29,Other,Lake Robert,216.92,2024,1,36-45
O007222,2024-10-12,P00352,9,183.41,C00479,South,Rather,Books,Rodriguez-Hoffman,Ms. Jodi Davis,31,Female,Jeffreybury,1650.69,2024,10,36-45
O007223,2023-12-16,P00157,8,347.04,C01069,South,Include,Books,"Dennis, Santana and Adkins",Christopher Marquez,20,Male,Lake Annettebury,2776.32,2023,12,26-35
O007224,2024-07-11,P00185,1,182.9,C00775,West,Business,Toys,Watson-Lee,Bryan Todd,24,Female,West Robert,182.9,2024,7,26-35
O007225,2024-03-05,P00341,7,117.53,C00423,East,Wait,Toys,"Henderson, Boyd and Shelton",Nathan Beck,35,Male,New Jennifer,822.71,2024,3,46-55
O007226,2024-06-04,P00263,7,191.21,C01112,South,Couple,Electronics,Evans-Butler,Amanda Garcia,61,Other,North Paulview,1338.47,2024,6,66+
O007227,2024-05-13,P00018,9,419.48,C00688,East,Wait,Clothing,Fuentes Inc,Jill Ferguson,45,Other,North Ana,3775.32,2024,5,56-65
O007228,2024-01-10,P00436,7,99.43,C01698,East,Decide,Clothing,Hinton LLC,Michael Galloway,66,Female,Romanfurt,696.01,2024,1,
O007229,2025-05-01,P00277,6,346.86,C00445,West,Many,Clothing,"Harris, Crawford and Scott",Meghan Perkins,37,Other,South Richardmouth,2081.16,2025,5,46-55
O007230,2024-12-20,P00348,1,230.87,C01672,East,Important,Clothing,"Sanchez, Fischer and Carter",Stephanie Robinson,44,Male,Meghantown,230.87,2024,12,46-55
O007231,2025-02-14,P00147,4,174.1,C00358,South,Wind,Books,Brown-Johnson,Krista Herrera,54,Other,Zacharyfurt,696.4,2025,2,56-65
O007232,2024-04-20,P00499,1,393.75,C01138,East,Note,Clothing,Kirby PLC,Amber Bennett,24,Male,Tracyport,393.75,2024,4,26-35
O007233,2025-01-01,P00198,2,399.19,C01960,North,Discussion,Books,"White, Hunter and Scott",James Alexander,56,Other,Janetland,798.38,2025,1,66+
O007234,2024-07-02,P00212,2,78.36,C01818,South,Answer,Electronics,Petersen-Olson,Ryan Stewart,63,Other,Smithhaven,156.72,2024,7,66+
O007235,2024-07-30,P00050,8,405.95,C01958,South,Four,Electronics,Jenkins-Carr,Alicia Morrison,63,Female,North Donna,3247.6,2024,7,66+
O007236,2025-01-01,P00002,8,283.77,C01307,South,Image,Toys,Garcia Group,Leslie Mccarty,55,Female,Brandiberg,2270.16,2025,1,66+
O007237,2025-04-18,P00144,6,222.45,C01270,South,Case,Electronics,Giles-Rubio,Nancy Jarvis,48,Male,Browningview,1334.6999999999998,2025,4,56-65
O007238,2024-04-22,P00337,3,25.81,C00451,West,Report,Books,Foster-Kelley,Douglas Adams,25,Female,Erinshire,77.42999999999999,2024,4,36-45
O007239,2025-02-01,P00398,7,423.11,C01380,North,Miss,Electronics,Leach Group,Arthur Miller,69,Other,Davisport,2961.77,2025,2,
O007240,2023-09-20,P00329,5,404.35,C00259,North,Fast,Home,Thomas PLC,Brandy Sims,33,Male,East Shane,2021.75,2023,9,36-45
O007241,2024-04-19,P00299,2,403.23,C01841,East,Letter,Home,Alvarado-Callahan,Mario Escobar,45,Female,Lake Michael,806.46,2024,4,56-65
O007242,2024-03-27,P00102,8,177.99,C01354,South,Movie,Home,Wilson-Cross,Jessica Torres,43,Other,Lake Robert,1423.92,2024,3,46-55
O007243,2024-08-07,P00244,3,263.07,C00444,West,Short,Books,Hinton Group,Rebecca Martin,28,Male,Ramirezburgh,789.21,2024,8,36-45
O007244,2025-02-09,P00261,7,312.34,C00433,East,Hard,Home,Smith Ltd,Andrew Alexander,22,Female,New Jennifer,2186.3799999999997,2025,2,26-35
O007245,2023-08-01,P00031,7,362.32,C00553,West,No,Books,Parker PLC,Stacy Fernandez,45,Male,West Blaketown,2536.24,2023,8,56-65
O007246,2024-03-20,P00423,9,57.52,C01754,East,Address,Home,Parker PLC,Jordan Jacobson,53,Other,South Rickychester,517.6800000000001,2024,3,56-65
O007247,2024-09-04,P00121,7,94.25,C01421,South,Field,Clothing,Rodriguez-Hoffman,Amanda Gonzalez,19,Male,Port Angelafurt,659.75,2024,9,26-35
O007248,2023-08-24,P00455,8,494.13,C00228,West,Business,Electronics,Morton and Sons,Michael Atkinson,62,Female,Teresachester,3953.04,2023,8,66+
O007249,2025-01-29,P00372,5,385.33,C01544,South,Interest,Books,Elliott Ltd,Juan Wells,45,Female,North Ana,1926.6499999999999,2025,1,56-65
O007250,2024-08-22,P00434,2,254.94,C01796,East,Political,Clothing,"Klein, Robinson and Miller",Mark Martin,68,Female,Wardton,509.88,2024,8,
O007251,2024-12-12,P00428,9,309.29,C00864,North,Republican,Toys,Elliott Ltd,Laura Mccann,28,Other,New Kylemouth,2783.61,2024,12,36-45
O007252,2024-09-12,P00346,3,101.81,C01003,North,Senior,Toys,Smith PLC,Jennifer Jordan,41,Male,New Kylemouth,305.43,2024,9,46-55
O007253,2023-05-26,P00127,1,204.1,C01083,South,Free,Books,Watson-Lee,Laura Page,36,Male,Scottshire,204.1,2023,5,46-55
O007254,2023-10-08,P00417,7,430.87,C00609,North,Interest,Clothing,Smith PLC,Tiffany Bailey,59,Other,West Larry,3016.09,2023,10,66+
O007255,2024-09-20,P00224,8,223.06,C00768,East,Prove,Electronics,Wilson-Cross,Sean Foster,57,Female,Carpenterfort,1784.48,2024,9,66+
O007256,2023-10-15,P00299,9,34.06,C00695,South,Letter,Home,Alvarado-Callahan,Todd Lee,19,Male,New Courtneyberg,306.54,2023,10,26-35
O007257,2023-08-27,P00318,1,42.75,C01324,East,Class,Toys,Elliott Ltd,Megan Brown,57,Female,West Michelle,42.75,2023,8,66+
O007258,2023-11-16,P00118,2,230.95,C01317,South,Player,Home,Jordan-Butler,Rachael Stewart,21,Female,East Jessica,461.9,2023,11,26-35
O007259,2025-01-29,P00322,2,177.94,C01454,North,Lot,Electronics,Allen Ltd,Jodi Richard,66,Male,West Raymondshire,355.88,2025,1,
O007260,2024-10-17,P00476,2,398.49,C00364,East,Open,Home,Watson-Lee,Tyler Munoz,67,Female,East Sonya,796.98,2024,10,
O007261,2024-10-18,P00449,3,388.55,C00950,South,Age,Books,"Carpenter, Moore and Hurst",Sheila Friedman,28,Female,Tracyport,1165.65,2024,10,36-45
O007262,2024-09-14,P00445,1,129.59,C00363,West,Win,Clothing,Calhoun-Rivers,Jason Simon,47,Female,Philipberg,129.59,2024,9,56-65
O007263,2024-07-13,P00257,9,285.91,C01002,North,Do,Toys,Alvarado-Callahan,Maureen Morrison,36,Other,Evansfort,2573.19,2024,7,46-55
O007264,2024-12-17,P00400,6,190.61,C00757,West,Forget,Electronics,Wilson-Cross,Stephanie Conner,35,Other,Patrickton,1143.66,2024,12,46-55
O007265,2024-04-29,P00129,3,29.11,C00597,South,Effort,Clothing,"Nolan, Meyers and Johnson",Arthur Cantu,40,Male,Tracyport,87.33,2024,4,46-55
O007266,2024-06-11,P00227,7,188.62,C00691,South,Then,Beauty,Thomas PLC,Terry Owens,25,Male,New Kylemouth,1320.3400000000001,2024,6,36-45
O007267,2024-02-21,P00488,4,448.17,C00426,West,Political,Electronics,"King, Gomez and Martinez",Crystal Taylor,60,Female,West Michelle,1792.68,2024,2,66+
O007268,2023-09-28,P00283,9,38.25,C01051,West,Save,Beauty,Brown-Johnson,Edgar Potter,65,Male,Salazarchester,344.25,2023,9,
O007269,2024-12-25,P00226,3,369.87,C00926,North,Police,Electronics,Sandoval Inc,Cassie West,60,Male,Port Hollymouth,1109.6100000000001,2024,12,66+
O007270,2023-11-01,P00242,1,12.95,C01867,West,Measure,Toys,Jordan-Butler,Shelby Woods,35,Male,Port Davidfurt,12.95,2023,11,46-55
O007271,2024-08-12,P00130,3,71.67,C00184,East,Fill,Home,Navarro Inc,Jennifer Clark,32,Male,Baileyfurt,215.01,2024,8,36-45
O007272,2024-12-19,P00061,3,434.31,C01661,West,Assume,Home,Roberts PLC,Natasha Wade,24,Male,West Courtney,1302.93,2024,12,26-35
O007273,2024-03-21,P00224,4,256.84,C00659,East,Prove,Electronics,Wilson-Cross,Mrs. Amy Bailey DDS,36,Female,East Coreyberg,1027.36,2024,3,46-55
O007274,2024-10-16,P00411,5,111.95,C01451,East,Property,Electronics,Johnson and Sons,Lance Colon,59,Other,Fieldsbury,559.75,2024,10,66+
O007275,2024-03-02,P00126,8,458.3,C00058,South,Image,Home,Montes Ltd,Jenna Middleton,21,Male,Sarahmouth,3666.4,2024,3,26-35
O007276,2024-01-14,P00420,3,16.78,C00936,South,Four,Clothing,Allen Ltd,Sarah Snyder,68,Male,Carlton,50.34,2024,1,
O007277,2023-10-02,P00171,4,376.36,C01909,West,Kind,Electronics,Winters Inc,Stephen Hardin,61,Other,Browningview,1505.44,2023,10,66+
O007278,2025-04-11,P00092,7,490.5,C00820,West,Edge,Toys,"Carpenter, Moore and Hurst",Kimberly Thomas,45,Male,Lake Jennifer,3433.5,2025,4,56-65
O007279,2024-06-07,P00213,7,222.93,C01253,South,Technology,Toys,"Santiago, Harris and Lynch",Martin Gonzales Jr.,52,Other,Justinborough,1560.51,2024,6,56-65
O007280,2024-03-20,P00445,6,170.6,C00972,East,Win,Clothing,Calhoun-Rivers,Sheila Gardner,22,Female,Wallaceview,1023.5999999999999,2024,3,26-35
O007281,2024-08-16,P00276,5,224.33,C01579,West,Sign,Clothing,Hinton Group,Denise Campbell,54,Male,New Robert,1121.65,2024,8,56-65
O007282,2023-07-21,P00212,5,252.08,C00739,South,Answer,Electronics,Petersen-Olson,Gabrielle Best,64,Other,New Courtneyberg,1260.4,2023,7,66+
O007283,2023-10-06,P00394,3,182.4,C01203,East,Someone,Toys,Williams and Sons,Luis Cooper,52,Male,Christophermouth,547.2,2023,10,56-65
O007284,2025-03-03,P00125,7,135.63,C00423,South,Success,Books,"Phillips, Sweeney and Mullen",Nathan Beck,35,Male,New Jennifer,949.41,2025,3,46-55
O007285,2024-02-18,P00454,7,144.79,C01954,North,Structure,Toys,"Hall, Thomas and Gibson",Joshua Butler,67,Female,Smithview,1013.53,2024,2,
O007286,2023-11-21,P00304,7,259.63,C01546,South,Responsibility,Toys,Martinez-Wilson,Jerry Barrera,18,Male,Thorntonton,1817.4099999999999,2023,11,26-35
O007287,2024-07-29,P00447,5,256.85,C00905,South,Product,Clothing,Turner Group,Brittany Baldwin,42,Other,Troyfurt,1284.25,2024,7,46-55
O007288,2024-09-17,P00387,3,45.17,C00153,North,Likely,Books,"Walker, Cruz and Garcia",David Castillo,37,Male,New Robert,135.51,2024,9,46-55
O007289,2024-07-04,P00480,1,490.9,C00733,West,Writer,Clothing,Wells-Randall,Jamie Baker,18,Female,South Kariport,490.9,2024,7,26-35
O007290,2024-12-26,P00396,1,447.2,C00683,South,Usually,Home,Winters Inc,Jennifer Rowe,49,Other,Jacobborough,447.2,2024,12,56-65
O007291,2024-03-01,P00370,9,123.67,C01999,South,Join,Electronics,Brown-Davidson,Michael Shields,67,Other,East David,1113.03,2024,3,
O007292,2024-11-13,P00274,9,340.23,C01876,West,Her,Electronics,"Harris, Crawford and Scott",Laura Olson MD,68,Female,Smithhaven,3062.07,2024,11,
O007293,2023-05-11,P00197,8,335.72,C01582,South,Season,Books,Ellis-Garcia,Beverly Mitchell,24,Female,Port Frank,2685.76,2023,5,26-35
O007294,2023-10-14,P00464,9,308.77,C00166,South,Hand,Home,Robbins-Roman,Kelly Ramsey,18,Other,New Devonhaven,2778.93,2023,10,26-35
O007295,2023-06-15,P00442,7,44.91,C01135,East,Black,Books,Atkins-Owen,Martin Lester,34,Male,Troyfurt,314.37,2023,6,36-45
O007296,2024-05-12,P00386,5,137.96,C00231,West,Coach,Home,Sandoval Inc,Erik Stokes,57,Male,Davisfort,689.8000000000001,2024,5,66+
O007297,2024-01-26,P00385,3,80.75,C01162,North,Science,Toys,"Love, Nunez and Hernandez",Terri Maddox,40,Male,New Randy,242.25,2024,1,46-55
O007298,2024-01-03,P00004,4,73.94,C00301,North,Voice,Books,Barton-Cruz,Melissa Hess,47,Other,North Mark,295.76,2024,1,56-65
O007299,2024-02-02,P00057,9,308.65,C00599,South,Level,Clothing,"Walker, Cruz and Garcia",Annette Moore,61,Other,Fischerview,2777.85,2024,2,66+
O007300,2025-03-23,P00323,3,85.83,C01539,North,Site,Books,"Phillips, Sweeney and Mullen",Nicholas Hicks,19,Female,New Bradley,257.49,2025,3,26-35
O007301,2024-09-06,P00199,6,443.16,C00071,North,Hot,Clothing,Thomas-Wu,Caroline Clark,56,Female,Lake Sarahton,2658.96,2024,9,66+
O007302,2025-03-22,P00193,9,264.71,C00750,North,Admit,Clothing,Morgan PLC,Larry Franklin,43,Female,Davidburgh,2382.39,2025,3,46-55
O007303,2023-09-03,P00323,3,415.94,C00064,East,Site,Books,"Phillips, Sweeney and Mullen",Cassandra Silva,25,Other,Reedton,1247.82,2023,9,36-45
O007304,2024-04-08,P00463,1,355.62,C00134,North,Quite,Electronics,Wood-Johnson,Helen Hall,51,Female,Reynoldsbury,355.62,2024,4,56-65
O007305,2023-12-06,P00119,9,132.77,C00806,South,Officer,Books,Lloyd-Stark,Sarah Ryan,23,Other,South Tylermouth,1194.93,2023,12,26-35
O007306,2024-03-22,P00035,8,172.62,C01745,North,Week,Toys,Barton-Cruz,Tracy Kirk,37,Female,Lake Kenneth,1380.96,2024,3,46-55
O007307,2024-07-09,P00493,6,46.93,C01364,North,Weight,Toys,Rodriguez-Hoffman,Michelle Horton,22,Male,Myerstown,281.58,2024,7,26-35
O007308,2023-09-13,P00352,9,215.41,C00309,North,Rather,Books,Rodriguez-Hoffman,Stacey Edwards,65,Other,West Matthewfurt,1938.69,2023,9,
O007309,2023-09-27,P00377,9,8.14,C01153,East,Sport,Home,Morgan PLC,David Lopez,61,Male,South James,73.26,2023,9,66+
O007310,2025-03-27,P00317,2,330.01,C01647,West,Enough,Toys,Thomas PLC,Laura Vasquez,37,Female,East Angelaburgh,660.02,2025,3,46-55
O007311,2025-05-02,P00128,2,329.64,C01625,West,Parent,Beauty,"Hall, Thomas and Gibson",Darin Wells,34,Female,New Bradley,659.28,2025,5,36-45
O007312,2024-03-21,P00031,4,364.07,C01140,East,No,Books,Parker PLC,Larry Jones,55,Other,Zacharyfurt,1456.28,2024,3,66+
O007313,2025-04-30,P00478,1,341.23,C00889,South,Your,Home,Short Ltd,Sandra Thompson,58,Other,West Jodyton,341.23,2025,4,66+
O007314,2024-08-28,P00383,4,295.76,C00409,West,Attack,Clothing,"Love, Nunez and Hernandez",Barbara Nunez,36,Male,Anthonyton,1183.04,2024,8,46-55
O007315,2024-10-12,P00274,2,43.61,C01670,North,Her,Electronics,"Harris, Crawford and Scott",Larry Wright,24,Male,Sarahmouth,87.22,2024,10,26-35
O007316,2023-06-20,P00325,5,152.25,C01752,West,Government,Beauty,Navarro Inc,Roger Ryan,28,Male,Davidburgh,761.25,2023,6,36-45
O007317,2024-05-04,P00193,7,220.06,C00970,West,Admit,Clothing,Morgan PLC,Rebecca Wilson,31,Male,Archertown,1540.42,2024,5,36-45
O007318,2024-10-17,P00253,1,202.87,C00890,East,Blood,Clothing,Johnson and Sons,Elizabeth Baker,67,Other,Troyfurt,202.87,2024,10,
O007319,2023-11-02,P00196,6,389.6,C01273,West,But,Beauty,Kirby PLC,Daniel Austin,56,Female,Troyfurt,2337.6000000000004,2023,11,66+
O007320,2025-03-19,P00440,3,443.11,C00571,South,Risk,Toys,"Anderson, Nguyen and Graves",Tina Hampton,63,Other,East Michaelport,1329.33,2025,3,66+
O007321,2024-10-21,P00188,6,475.24,C01002,North,Professor,Beauty,"Walker, Cruz and Garcia",Maureen Morrison,36,Other,Evansfort,2851.44,2024,10,46-55
O007322,2024-01-04,P00102,5,400.97,C00914,East,Movie,Home,Wilson-Cross,Joshua Russell,53,Other,New Courtneyberg,2004.8500000000001,2024,1,56-65
O007323,2024-12-18,P00216,6,140.04,C01089,East,Where,Home,"Williams, Gould and Lewis",Robert Lopez,60,Male,North Chadview,840.24,2024,12,66+
O007324,2024-09-01,P00260,7,486.11,C00598,South,Fish,Beauty,"Santiago, Harris and Lynch",April Bartlett,28,Male,Emilyport,3402.77,2024,9,36-45
O007325,2025-02-25,P00360,3,201.19,C00515,North,Education,Home,Holden LLC,Alexander Woods,52,Female,North Donna,603.5699999999999,2025,2,56-65
O007326,2024-10-10,P00263,4,275.19,C00062,South,Couple,Electronics,Evans-Butler,Mark Miranda,20,Male,New Nicolemouth,1100.76,2024,10,26-35
O007327,2023-12-27,P00202,9,216.07,C00455,East,Go,Electronics,"Stone, West and Burns",Alex Phillips,57,Other,South Tracy,1944.6299999999999,2023,12,66+
O007328,2023-08-17,P00273,6,170.45,C00676,West,Ever,Electronics,"Williams, Gould and Lewis",Amy Solomon,38,Other,Brandiberg,1022.6999999999999,2023,8,46-55
O007329,2023-10-15,P00121,4,30.18,C01107,South,Field,Clothing,Rodriguez-Hoffman,Mark Johnson,39,Male,Fieldsbury,120.72,2023,10,46-55
O007330,2025-02-07,P00276,8,154.51,C00486,North,Sign,Clothing,Hinton Group,Craig Brooks,67,Other,Lake Mistyport,1236.08,2025,2,
O007331,2023-08-02,P00084,3,138.08,C01843,North,Gas,Beauty,"Reed, Reyes and Frank",James Cruz,26,Male,West Michelle,414.24,2023,8,36-45
O007332,2024-03-13,P00277,1,258.06,C00914,North,Many,Clothing,"Harris, Crawford and Scott",Joshua Russell,53,Other,New Courtneyberg,258.06,2024,3,56-65
O007333,2023-10-11,P00234,7,462.68,C01082,East,Business,Home,Johnson and Sons,Matthew Stanley,60,Female,South Richardmouth,3238.76,2023,10,66+
O007334,2023-07-03,P00322,2,122.21,C00344,North,Lot,Electronics,Allen Ltd,Cynthia Pena,56,Other,Stephanieland,244.42,2023,7,66+
O007335,2024-12-29,P00287,8,297.29,C01172,South,Article,Books,Foster-Kelley,Christopher Montgomery,26,Female,East Davidberg,2378.32,2024,12,36-45
O007336,2025-04-25,P00437,3,175.89,C01081,North,Tv,Toys,Frank Ltd,Kelly Vance,68,Other,Adamborough,527.67,2025,4,
O007337,2024-04-02,P00352,4,357.02,C01169,North,Rather,Books,Rodriguez-Hoffman,Rebecca Ramirez,40,Male,Paulview,1428.08,2024,4,46-55
